year,total
1950,0
1951,0
1952,1
1953,1
1954,7
1955,0
1956,12
1957,3
1958,1
1959,0
1960,1
1961,0
1962,4
1963,1
1964,1
1965,3
1966,0
1967,1
1968,0
1969,0
1970,1
1971,3
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,3
1984,0
1985,6
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,2
2006,1
2007,0
2008,0
2009,1
2010,0
2011,3
2012,1
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
,0
,0
,1
,1
,7
,0
,12
,3
,1
,0
,1
,0
,4
,1
,1
,3
,0
,1
,0
,0
,1
,3
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,3
,0
,6
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,1
,0
,0
,0
,0
,0
,2
,1
,0
,0
,1
,0
,3
,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
